,Code,Language,Type,URL,Stars,PushDate,build_script,expert,use_cmake,use_configure,usedHash,note
6959,antoniopelusi/lu-solver,C,git,https://github.com/antoniopelusi/lu-solver.git,3,2022-12-10 16:18:56+00:00,,ci,,,,
719,rdb987/2DConvolution,C++,git,https://github.com/rdb987/2DConvolution.git,3,2016-03-01 11:19:58+00:00,,ci,,,,
1665,mghojal/Edge-detection-using-laplacian-operator,C,git,https://github.com/mghojal/Edge-detection-using-laplacian-operator.git,3,2018-02-04 12:16:53+00:00,,ci,,,,
8085,DragosTana/kmeans,C++,git,https://github.com/DragosTana/kmeans.git,3,2023-09-06 16:45:03+00:00,,ci,,,,
885,Wingszero/Monte_Carlo_RayTracer,C++,git,https://github.com/Wingszero/Monte_Carlo_RayTracer.git,3,2015-09-10 07:20:02+00:00,,ci,,,,
4427,cterboven/OpenMP-tutorial-EUROfusion,C,git,https://github.com/cterboven/OpenMP-tutorial-EUROfusion.git,3,2021-06-24 06:29:02+00:00,,ci,,,,
914,bundz/agglomerative-clustering,C++,git,https://github.com/bundz/agglomerative-clustering.git,3,2015-07-13 20:11:51+00:00,,ci,,,,
7560,liyihai-official/MAP55672-CVQR-MPI,C,git,https://github.com/liyihai-official/MAP55672-CVQR-MPI.git,3,2024-02-03 23:57:46+00:00,,ci,,,,
4613,IacopomC/openMp-CUDA-Image-Processing,C++,git,https://github.com/IacopomC/openMp-CUDA-Image-Processing.git,3,2021-04-26 18:56:03+00:00,,ci,,,,
1054,eeshanagarwal/DepthMap,C,git,https://github.com/eeshanagarwal/DepthMap.git,3,2015-01-12 07:35:48+00:00,,ci,,,,
4706,jishnusaurav/Parallel-and-Distributed-Computing-programs,C,git,https://github.com/jishnusaurav/Parallel-and-Distributed-Computing-programs.git,3,2021-03-24 19:19:53+00:00,,ci,,,,
5038,AyushBhandariNITK/Parallel_Graph_Coloring_Using_Openmp,C,git,https://github.com/AyushBhandariNITK/Parallel_Graph_Coloring_Using_Openmp.git,3,2020-12-02 14:43:20+00:00,,ci,,,,
3815,zcl2016/Gazebo-exercise,,git,https://github.com/zcl2016/Gazebo-exercise.git,3,2020-03-02 07:29:46+00:00,,ci,,,,
196,mpolitzer/life,C,git,https://github.com/mpolitzer/life.git,3,2011-06-30 06:41:28+00:00,,ci,,,,
1443,Xinghom/OpenMP_workout,C++,git,https://github.com/Xinghom/OpenMP_workout.git,3,2018-05-07 00:49:51+00:00,,ci,,,,
4291,HPDCS/ULMT-OpenMP-GCC,C,git,https://github.com/HPDCS/ULMT-OpenMP-GCC.git,3,2021-08-29 16:41:27+00:00,,ci,,,,
5278,agam-kashyap/Fluid-Simulation-Rendering,C,git,https://github.com/agam-kashyap/Fluid-Simulation-Rendering.git,3,2022-08-04 09:20:26+00:00,,ci,,,,
5176,pepperpots/Afterompt,C,git,https://github.com/pepperpots/Afterompt.git,3,2020-10-27 16:13:18+00:00,,ci,,,,
5091,pchopinet/Prime-Benchmark,C++,git,https://github.com/pchopinet/Prime-Benchmark.git,3,2020-11-19 10:31:41+00:00,,ci,,,,
5715,niteshmrh/OpenMP-program-to-demonstrate-the-use-of-for-clause.,C,git,https://github.com/niteshmrh/OpenMP-program-to-demonstrate-the-use-of-for-clause..git,3,2022-03-24 10:56:36+00:00,,ci,,,,
2276,stivenramireza/motion-vectors-algorithm,C++,git,https://github.com/stivenramireza/motion-vectors-algorithm.git,3,2019-09-06 14:51:06+00:00,,ci,,,,
3306,nulidangxueshen/PAC2020,C++,git,https://github.com/nulidangxueshen/PAC2020.git,3,2020-09-04 03:03:31+00:00,,ci,,,,
6387,KDOXG/Multi-Interframes,C++,git,https://github.com/KDOXG/Multi-Interframes.git,3,2023-05-20 07:05:23+00:00,,ci,,,,
423,amh28/Gaussian-Filter,C++,git,https://github.com/amh28/Gaussian-Filter.git,3,2016-12-02 19:30:12+00:00,,ci,,,,
3296,rutgers-apl/omp-racer,C++,git,https://github.com/rutgers-apl/omp-racer.git,3,2020-09-09 19:50:43+00:00,,ci,,,,
6640,Defcon27/Parallel-Computing-in-C-using-OpenMP,C,git,https://github.com/Defcon27/Parallel-Computing-in-C-using-OpenMP.git,3,2023-03-11 19:22:08+00:00,,ci,,,,
2195,abhishekgupta-1/Parallel-Computing-Assignment,C,git,https://github.com/abhishekgupta-1/Parallel-Computing-Assignment.git,3,2017-04-19 03:28:35+00:00,,ci,,,,
2969,NikiforovAll/JacobiEigenvalueAlgorithm,C,git,https://github.com/NikiforovAll/JacobiEigenvalueAlgorithm.git,3,2018-12-09 17:26:42+00:00,,ci,,,,
6222,keshav-06/Apriori-algorithm-using-OpenMP,C++,git,https://github.com/keshav-06/Apriori-algorithm-using-OpenMP.git,3,2023-07-10 20:20:22+00:00,,ci,,,,
2577,zzaym/Parallel-SGD,C++,git,https://github.com/zzaym/Parallel-SGD.git,3,2019-05-08 21:58:32+00:00,,ci,,,,
3318,happyOlaf/ISODATA-Cluster,C++,git,https://github.com/happyOlaf/ISODATA-Cluster.git,3,2020-08-29 01:48:52+00:00,,ci,,,,
6423,ArslanRasheed60/Matrix-Operation-Using-OpenMP-Multithreaded,C++,git,https://github.com/ArslanRasheed60/Matrix-Operation-Using-OpenMP-Multithreaded.git,3,2023-05-13 07:51:29+00:00,,ci,,,,
2443,WireFisher/PatCC,C++,git,https://github.com/WireFisher/PatCC.git,3,2019-06-19 07:54:54+00:00,,ci,,,,
425,abignoli/parallel-quickselect,C++,git,https://github.com/abignoli/parallel-quickselect.git,3,2016-12-02 17:11:59+00:00,,ci,,,,
2378,shrgrl/parallelImageFiltering,C++,git,https://github.com/shrgrl/parallelImageFiltering.git,3,2019-07-18 19:57:33+00:00,,ci,,,,
2942,ECP-ExaGraph/bMatching,C++,git,https://github.com/ECP-ExaGraph/bMatching.git,3,2018-12-19 19:06:53+00:00,,ci,,,,
457,JiyanBlack/MPI-HPC-Project2,C++,git,https://github.com/JiyanBlack/MPI-HPC-Project2.git,3,2016-11-16 03:04:41+00:00,,ci,,,,
3018,arthurhoch/des-cipher-openmp-openmpi,C,git,https://github.com/arthurhoch/des-cipher-openmp-openmpi.git,3,2018-11-20 22:17:59+00:00,,ci,,,,
7331,davidzwei/Parallel-Programming-NCTU,C++,git,https://github.com/davidzwei/Parallel-Programming-NCTU.git,2,2024-03-29 14:02:57+00:00,,ci,,,,
1253,NirmalElamon/CLAHE_with_OpenMP,C++,git,https://github.com/NirmalElamon/CLAHE_with_OpenMP.git,2,2018-07-25 19:48:12+00:00,,ci,,,,
5113,yangxvlin/multiple-sequence-alignment-openMP-openMPI,C++,git,https://github.com/yangxvlin/multiple-sequence-alignment-openMP-openMPI.git,2,2020-11-11 09:57:25+00:00,,ci,,,,
5931,riceroll/MylarFilmSimulator,C++,git,https://github.com/riceroll/MylarFilmSimulator.git,2,2022-01-04 23:45:33+00:00,,ci,,,,
4227,jpantao/cp-labs,C,git,https://github.com/jpantao/cp-labs.git,2,2021-09-29 14:02:33+00:00,,ci,,,,
3132,polimi-mt-acg/DEBS-2013-soccer-monitoring,C++,git,https://github.com/polimi-mt-acg/DEBS-2013-soccer-monitoring.git,2,2018-10-04 09:44:46+00:00,,ci,,,,
4322,zeeshanmahar007/Matrix-Matrix-Multiplication-in-Parallel,C,git,https://github.com/zeeshanmahar007/Matrix-Matrix-Multiplication-in-Parallel.git,2,2021-08-10 18:40:10+00:00,,ci,,,,
1278,jcksber/CMU_15-418_hw3,C++,git,https://github.com/jcksber/CMU_15-418_hw3.git,2,2018-07-13 00:18:40+00:00,,ci,,,,
5016,harjyotbagga/Parallel-and-Distributed-Computing,C,git,https://github.com/harjyotbagga/Parallel-and-Distributed-Computing.git,2,2020-12-10 07:39:32+00:00,,ci,,,,
7473,leonkloker/cme-213,C++,git,https://github.com/leonkloker/cme-213.git,2,2024-02-29 07:30:27+00:00,,ci,,,,
4614,Slava2001/Platformer,C,git,https://github.com/Slava2001/Platformer.git,2,2021-04-26 12:49:48+00:00,,ci,,,,
6193,Amagnum/Parallel-CYK-CFG-Parser-OMP,C++,git,https://github.com/Amagnum/Parallel-CYK-CFG-Parser-OMP.git,2,2021-10-18 09:53:04+00:00,,ci,,,,
2933,Dhanya-Abhirami/Parallel-and-Distributed-Computing-Lab,C,git,https://github.com/Dhanya-Abhirami/Parallel-and-Distributed-Computing-Lab.git,2,2018-12-27 14:32:14+00:00,,ci,,,,
1043,fboteamsrti/simple-octave-openmp-example,C++,git,https://github.com/fboteamsrti/simple-octave-openmp-example.git,2,2015-01-26 21:03:40+00:00,,ci,,,,
2901,Songrui9269/Parallel-Programming-Project-2,C,git,https://github.com/Songrui9269/Parallel-Programming-Project-2.git,2,2019-01-08 20:02:23+00:00,,ci,,,,
4734,loonatick-src/HPSC-HW1,C,git,https://github.com/loonatick-src/HPSC-HW1.git,2,2021-03-14 03:23:45+00:00,,ci,,,,
2865,batux/openmpi_examples,C,git,https://github.com/batux/openmpi_examples.git,2,2019-01-20 20:15:21+00:00,,ci,,,,
3016,tsarkarsc/parallel_prog,C++,git,https://github.com/tsarkarsc/parallel_prog.git,2,2018-11-21 15:21:56+00:00,,ci,,,,
6320,GrenRadon/Parallel_Programming_Course,C,git,https://github.com/GrenRadon/Parallel_Programming_Course.git,2,2023-06-08 04:44:16+00:00,,ci,,,,
3063,anamud/mir-dev,C,git,https://github.com/anamud/mir-dev.git,2,2018-11-03 17:45:14+00:00,,ci,,,,
4922,Dadagum/software_opt_tech,C++,git,https://github.com/Dadagum/software_opt_tech.git,2,2021-01-08 07:08:58+00:00,,ci,,,,
3013,Akkarim/Labs-OpenMPI,C++,git,https://github.com/Akkarim/Labs-OpenMPI.git,2,2018-11-22 21:40:55+00:00,,ci,,,,
2735,pesfahanian/Parallel_Strassen,C++,git,https://github.com/pesfahanian/Parallel_Strassen.git,2,2019-03-18 09:14:06+00:00,,ci,,,,
2968,Coursal/OpenMP-Strictly-Diagonally-Dominant,C,git,https://github.com/Coursal/OpenMP-Strictly-Diagonally-Dominant.git,2,2018-12-09 21:33:04+00:00,,ci,,,,
4571,adhithadias/map-reduce-word-count-openmp-mpi,C,git,https://github.com/adhithadias/map-reduce-word-count-openmp-mpi.git,2,2021-05-08 06:35:55+00:00,,ci,,,,
5705,sanaa-khan/distributed-search,C++,git,https://github.com/sanaa-khan/distributed-search.git,2,2022-03-27 07:59:37+00:00,,ci,,,,
1741,giovaniortolani/Projeto2-ProgConc,C,git,https://github.com/giovaniortolani/Projeto2-ProgConc.git,2,2017-12-21 00:21:47+00:00,,ci,,,,
2199,rushabhk7/Branch_and_bound,C++,git,https://github.com/rushabhk7/Branch_and_bound.git,2,2017-04-16 10:14:53+00:00,,ci,,,,
6700,nikam24/Operating-System-Practical-Implementation-of-Multithreading-Scheduling-Algorithms-Semaphore-etc.,C,git,https://github.com/nikam24/Operating-System-Practical-Implementation-of-Multithreading-Scheduling-Algorithms-Semaphore-etc..git,2,2023-02-22 11:00:21+00:00,,ci,,,,
3729,alecsmirnov/nstu-parallel-programming,C,git,https://github.com/alecsmirnov/nstu-parallel-programming.git,2,2020-04-16 09:34:35+00:00,,ci,,,,
1691,sd12832/High-Performance-Computing-Files,C,git,https://github.com/sd12832/High-Performance-Computing-Files.git,2,2018-01-17 09:50:19+00:00,,ci,,,,
7015,code-mj12/Multithreaded-Codes,C++,git,https://github.com/code-mj12/Multithreaded-Codes.git,2,2022-11-23 07:28:00+00:00,,ci,,,,
1649,adamlaw25/ParallelSorting,C,git,https://github.com/adamlaw25/ParallelSorting.git,2,2018-02-09 19:16:53+00:00,,ci,,,,
3674,purvilmehta06/High-Performance-Computing,C,git,https://github.com/purvilmehta06/High-Performance-Computing.git,2,2020-05-03 05:10:29+00:00,,ci,,,,
5607,toorajtaraz/mpche,C++,git,https://github.com/toorajtaraz/mpche.git,2,2022-04-23 19:54:16+00:00,,ci,,,,
3563,GiovanniSorice/ParallelAssigment,C++,git,https://github.com/GiovanniSorice/ParallelAssigment.git,2,2020-05-29 08:53:12+00:00,,ci,,,,
6819,YahyaS3d/Hybrid-MPI-and-OpenMP-Parallel-Program,C,git,https://github.com/YahyaS3d/Hybrid-MPI-and-OpenMP-Parallel-Program.git,2,2023-01-17 08:41:53+00:00,,ci,,,,
1908,iviarcio/clang,C++,git,https://github.com/iviarcio/clang.git,2,2017-10-15 13:35:31+00:00,,ci,,,,
2033,brunowu/laplace,C,git,https://github.com/brunowu/laplace.git,2,2017-07-11 16:43:51+00:00,,ci,,,,
2050,markdtw/parallel-programming,C,git,https://github.com/markdtw/parallel-programming.git,2,2017-06-29 08:36:29+00:00,,ci,,,,
2065,CGCL-codes/PBS,C,git,https://github.com/CGCL-codes/PBS.git,2,2017-06-18 17:50:29+00:00,,ci,,,,
1834,emilyhackett/shpc4002_project2,C,git,https://github.com/emilyhackett/shpc4002_project2.git,2,2017-11-15 15:30:28+00:00,,ci,,,,
5915,sirawit-suk/OpenMP-ComArch,C++,git,https://github.com/sirawit-suk/OpenMP-ComArch.git,2,2022-01-09 18:12:46+00:00,,ci,,,,
3197,uasys/openmp-split,C++,git,https://github.com/uasys/openmp-split.git,2,2018-08-31 22:52:06+00:00,,ci,,,,
5333,SimoneCff/Search-Scalar-Inside-Vertex-OpenMP,C,git,https://github.com/SimoneCff/Search-Scalar-Inside-Vertex-OpenMP.git,2,2022-07-12 08:08:24+00:00,,ci,,,,
2345,bemoregt/ww1DPOCDisparity,C++,git,https://github.com/bemoregt/ww1DPOCDisparity.git,2,2019-08-02 08:53:01+00:00,,ci,,,,
5901,MariaMsu/red_black_parallel,C,git,https://github.com/MariaMsu/red_black_parallel.git,2,2022-01-12 18:45:42+00:00,,ci,,,,
3179,bhabesh-chanduka/Parallel-K-Means,C++,git,https://github.com/bhabesh-chanduka/Parallel-K-Means.git,2,2018-09-17 14:16:39+00:00,,ci,,,,
2421,schweigert/cryptbreaker,C,git,https://github.com/schweigert/cryptbreaker.git,2,2019-06-25 19:51:45+00:00,,ci,,,,
1346,javiercba/potts_tesis_javier_uranga_2012,C,git,https://github.com/javiercba/potts_tesis_javier_uranga_2012.git,2,2018-06-06 14:48:32+00:00,,ci,,,,
5172,crawfordhmc/COSC490-Project,C++,git,https://github.com/crawfordhmc/COSC490-Project.git,2,2020-10-28 05:18:21+00:00,,ci,,,,
6577,nully31/OpenMP-vs-OpenACC,C,git,https://github.com/nully31/OpenMP-vs-OpenACC.git,2,2023-04-01 13:58:49+00:00,,ci,,,,
7065,yashsriram/spnn,C++,git,https://github.com/yashsriram/spnn.git,2,2022-11-04 06:48:22+00:00,,ci,,,,
5430,kka-na/HA525,C++,git,https://github.com/kka-na/HA525.git,2,2022-06-12 04:40:48+00:00,,ci,,,,
1537,akhauriyash/XNOR-Nets,C,git,https://github.com/akhauriyash/XNOR-Nets.git,2,2018-04-02 05:27:45+00:00,,ci,,,,
6541,tandon1999/parallel_word_search_using_openMP,C++,git,https://github.com/tandon1999/parallel_word_search_using_openMP.git,2,2023-04-17 14:10:35+00:00,,ci,,,,
5807,Truurl/median-filter,C++,git,https://github.com/Truurl/median-filter.git,2,2022-02-17 20:34:43+00:00,,ci,,,,
3294,silent-winter/MultiCore-Programming,C++,git,https://github.com/silent-winter/MultiCore-Programming.git,2,2020-09-10 12:37:17+00:00,,ci,,,,
3253,mikalaki/Reverse-Cuthill-McKee_C_parallel,C,git,https://github.com/mikalaki/Reverse-Cuthill-McKee_C_parallel.git,2,2020-09-28 02:14:47+00:00,,ci,,,,
4725,marmal95/monte-carlo,C++,git,https://github.com/marmal95/monte-carlo.git,2,2021-03-16 17:02:36+00:00,,ci,,,,
776,aayushaggarwal/Bigtable-in-C,C,git,https://github.com/aayushaggarwal/Bigtable-in-C.git,2,2015-12-29 20:25:35+00:00,,ci,,,,
15,kt9302/ImageConvolution,C,git,https://github.com/kt9302/ImageConvolution.git,2,2014-01-13 08:41:56+00:00,,ci,,,,
526,cppxaxa/openmp_heat_equation,C++,git,https://github.com/cppxaxa/openmp_heat_equation.git,2,2016-10-06 07:00:28+00:00,,ci,,,,
669,sagishoffer/Parallel-Computing,C++,git,https://github.com/sagishoffer/Parallel-Computing.git,2,2016-04-28 11:05:47+00:00,,ci,,,,
565,silvasur/Another-mandelbrot-viewer,C,git,https://github.com/silvasur/Another-mandelbrot-viewer.git,2,2016-08-16 06:06:35+00:00,,ci,,,,
339,NancyYixuanXiao/Multigrid,C,git,https://github.com/NancyYixuanXiao/Multigrid.git,2,2017-02-08 00:40:23+00:00,,ci,,,,
7780,c09010535/LUMT,C,git,https://github.com/c09010535/LUMT.git,2,2023-12-08 07:07:05+00:00,,ci,,,,
893,nelilepo/timetabling-ga-mpi-openmp,C++,git,https://github.com/nelilepo/timetabling-ga-mpi-openmp.git,2,2015-08-14 18:48:25+00:00,,ci,,,,
198,kkourt/gcc-ompinfo,C,git,https://github.com/kkourt/gcc-ompinfo.git,2,2011-06-12 13:52:31+00:00,,ci,,,,
900,ibaned/flounder,C,git,https://github.com/ibaned/flounder.git,2,2015-07-31 15:54:21+00:00,,ci,,,,
406,siddhantkulkarni/parallelmachinelearning,C,git,https://github.com/siddhantkulkarni/parallelmachinelearning.git,2,2016-12-13 02:38:45+00:00,,ci,,,,
22,eokeeffe/Parallel-C,C,git,https://github.com/eokeeffe/Parallel-C.git,2,2013-12-19 22:24:53+00:00,,ci,,,,
8091,kashiiitech/CS3006_Parallel_and_Distributed_Computing,C,git,https://github.com/kashiiitech/CS3006_Parallel_and_Distributed_Computing.git,2,2023-09-03 10:00:08+00:00,,ci,,,,
202,robomotic/Multi-Parallel-Agent-Simulator--Empass-,C,git,https://github.com/robomotic/Multi-Parallel-Agent-Simulator--Empass-.git,2,2011-02-07 09:59:45+00:00,,ci,,,,
8177,ChinmayMittal/COL380-Parallel-Programming,C++,git,https://github.com/ChinmayMittal/COL380-Parallel-Programming.git,2,2023-07-27 12:19:46+00:00,,ci,,,,
739,kozub/OpenMP-TrapezoidalRule-Integral,C++,git,https://github.com/kozub/OpenMP-TrapezoidalRule-Integral.git,2,2016-02-01 13:31:22+00:00,,ci,,,,
7531,AfonsoAlemao/Scalable-Parallel-Computing-with-OpenMP-Enhancing-Program-Efficiency,C++,git,https://github.com/AfonsoAlemao/Scalable-Parallel-Computing-with-OpenMP-Enhancing-Program-Efficiency.git,2,2024-02-13 02:12:25+00:00,,ci,,,,
7836,OwaisK4/Parallel_Image_Enhancement,C++,git,https://github.com/OwaisK4/Parallel_Image_Enhancement.git,2,2023-11-26 10:07:43+00:00,,ci,,,,
437,phonexicum/DHP-PE-RA-FDM,C++,git,https://github.com/phonexicum/DHP-PE-RA-FDM.git,2,2016-11-25 09:17:01+00:00,,ci,,,,
2741,p-burgess/TCP-and-parallel,C,git,https://github.com/p-burgess/TCP-and-parallel.git,1,2019-03-16 15:10:28+00:00,,ci,,,,
3496,zhanghaoyu9931/HinesAlgorithm-OpenMP,,git,https://github.com/zhanghaoyu9931/HinesAlgorithm-OpenMP.git,1,2020-06-15 06:44:55+00:00,,ci,,,,
1878,bhavin192/ecb-des,C,git,https://github.com/bhavin192/ecb-des.git,1,2017-10-27 14:17:28+00:00,,ci,,,,
685,joao-lima/bots-omp4,C,git,https://github.com/joao-lima/bots-omp4.git,1,2016-04-08 20:25:45+00:00,,ci,,,,
4086,tictaqqn/laser-optical-simulation,C++,git,https://github.com/tictaqqn/laser-optical-simulation.git,1,2019-11-23 12:08:05+00:00,,ci,,,,
4013,hckr/matrix-multiplication,C++,git,https://github.com/hckr/matrix-multiplication.git,1,2023-12-15 20:29:10+00:00,,ci,,,,
4116,jwahn37/OpenMPI,C,git,https://github.com/jwahn37/OpenMPI.git,1,2019-11-12 22:34:01+00:00,,ci,,,,
2013,sohaibayub/llvm_openmp,C++,git,https://github.com/sohaibayub/llvm_openmp.git,1,2017-07-26 13:06:48+00:00,,ci,,,,
5177,ProfChristianBoehm/AVXrandom,C++,git,https://github.com/ProfChristianBoehm/AVXrandom.git,1,2020-10-27 15:12:46+00:00,,ci,,,,
2004,starkantoden/Hybrid_Sort,C++,git,https://github.com/starkantoden/Hybrid_Sort.git,1,2017-07-30 06:25:09+00:00,,ci,,,,
1852,Parushgit/Parallel-prefix-scan-using-OpenMP,C++,git,https://github.com/Parushgit/Parallel-prefix-scan-using-OpenMP.git,1,2017-11-07 16:17:28+00:00,,ci,,,,
1999,AnaTofuZ/ie-openmpi-E-2017,C,git,https://github.com/AnaTofuZ/ie-openmpi-E-2017.git,1,2017-08-02 04:18:10+00:00,,ci,,,,
5669,dora-jpg/parallel-jacobi-SOR,C,git,https://github.com/dora-jpg/parallel-jacobi-SOR.git,1,2022-04-05 13:49:53+00:00,,ci,,,,
3495,darshan14/matrix-multiplication-openMP,C,git,https://github.com/darshan14/matrix-multiplication-openMP.git,1,2020-06-15 09:05:29+00:00,,ci,,,,
6787,ThompsonA93/C-Slurm-Benchmark,C,git,https://github.com/ThompsonA93/C-Slurm-Benchmark.git,1,2023-01-26 11:35:15+00:00,,ci,,,,
1941,dvhh/massCorrelation,C,git,https://github.com/dvhh/massCorrelation.git,1,2017-09-22 08:50:38+00:00,,ci,,,,
5642,tdemchuk/parallel-aes,C++,git,https://github.com/tdemchuk/parallel-aes.git,1,2022-04-12 20:18:11+00:00,,ci,,,,
3530,gboncoraglio/Parallel-computing-OpenMP-OpenACC-MPI,C,git,https://github.com/gboncoraglio/Parallel-computing-OpenMP-OpenACC-MPI.git,1,2020-06-05 23:24:38+00:00,,ci,,,,
671,aaarrmiinnn/optimized_parallel_matrix_multiplication,C++,git,https://github.com/aaarrmiinnn/optimized_parallel_matrix_multiplication.git,1,2016-04-26 15:40:59+00:00,,ci,,,,
4032,artem-bondar/wifi-coverage-emulator,C++,git,https://github.com/artem-bondar/wifi-coverage-emulator.git,1,2019-12-10 15:00:08+00:00,,ci,,,,
6795,tsultan16/OpenMP_practice,C,git,https://github.com/tsultan16/OpenMP_practice.git,1,2023-01-24 14:18:25+00:00,,ci,,,,
2686,avcourt/hybrid-programming,C,git,https://github.com/avcourt/hybrid-programming.git,1,2019-04-03 00:10:29+00:00,,ci,,,,
2708,shreshthtuli/OpenMP,C++,git,https://github.com/shreshthtuli/OpenMP.git,1,2019-03-27 13:20:13+00:00,,ci,,,,
6248,inata1024/Parallel,C++,git,https://github.com/inata1024/Parallel.git,1,2023-07-02 14:03:45+00:00,,ci,,,,
5220,noaaviel/Pictures-Recognition-Alg.,C,git,https://github.com/noaaviel/Pictures-Recognition-Alg..git,1,2022-09-03 19:00:05+00:00,,ci,,,,
2712,itaytas/Parallel-and-Distributed-Computing-Course,C++,git,https://github.com/itaytas/Parallel-and-Distributed-Computing-Course.git,1,2019-03-26 13:21:23+00:00,,ci,,,,
5230,cmaraziaris/jacobi-sor-parallel-computing,C,git,https://github.com/cmaraziaris/jacobi-sor-parallel-computing.git,1,2022-08-29 13:28:14+00:00,,ci,,,,
5259,SameetAsadullah/Dependency-Analysis-and-Speedup-Code-Snippets,C++,git,https://github.com/SameetAsadullah/Dependency-Analysis-and-Speedup-Code-Snippets.git,1,2022-08-14 21:52:18+00:00,,ci,,,,
1931,neha-boloor/Parallel-Computing---Otsu,C,git,https://github.com/neha-boloor/Parallel-Computing---Otsu.git,1,2017-09-30 04:34:45+00:00,,ci,,,,
6276,laitifranz/parallel-climate-analysis,C,git,https://github.com/laitifranz/parallel-climate-analysis.git,1,2023-06-21 19:38:33+00:00,,ci,,,,
4204,nesmabelkhodja/Parallel-Computing,C,git,https://github.com/nesmabelkhodja/Parallel-Computing.git,1,2019-10-14 21:25:07+00:00,,ci,,,,
3438,elia-mercatanti/parallel-k-means,C++,git,https://github.com/elia-mercatanti/parallel-k-means.git,1,2020-07-06 17:40:47+00:00,,ci,,,,
4217,apple-oss-distributions/openmpi,C,git,https://github.com/apple-oss-distributions/openmpi.git,1,2021-10-06 07:22:52+00:00,,ci,,,,
727,sc3260s16/openmp,C,git,https://github.com/sc3260s16/openmp.git,1,2016-02-19 14:32:44+00:00,,ci,,,,
454,alvquiJuan/openMPI,C,git,https://github.com/alvquiJuan/openMPI.git,1,2016-11-19 02:24:30+00:00,,ci,,,,
4191,sinmentis/ENCE464_Jacobi_relaxation,C++,git,https://github.com/sinmentis/ENCE464_Jacobi_relaxation.git,1,2019-10-18 03:20:33+00:00,,ci,,,,
1729,DaisukeMiyamoto/android-neuron-simulator,C++,git,https://github.com/DaisukeMiyamoto/android-neuron-simulator.git,1,2017-12-29 02:55:25+00:00,,ci,,,,
6972,sakshamsingh1/cuda_vs_openmp,C++,git,https://github.com/sakshamsingh1/cuda_vs_openmp.git,1,2022-12-07 05:04:29+00:00,,ci,,,,
8126,wodexinxin2015/MultiPhase-SPH-Solver,C++,git,https://github.com/wodexinxin2015/MultiPhase-SPH-Solver.git,1,2023-08-21 00:49:54+00:00,,ci,,,,
5723,brunobonaiuto/Parallel-Programming-MPI-OpenMP,C++,git,https://github.com/brunobonaiuto/Parallel-Programming-MPI-OpenMP.git,1,2022-03-21 20:48:32+00:00,,ci,,,,
7035,FallingLights/Simple-Image-Compression,C,git,https://github.com/FallingLights/Simple-Image-Compression.git,1,2022-11-17 14:07:45+00:00,,ci,,,,
1640,yirenWang/openmpiDocker,C++,git,https://github.com/yirenWang/openmpiDocker.git,1,2018-02-14 14:22:25+00:00,,ci,,,,
5064,puchkovki/Distributed-systems-spring,C,git,https://github.com/puchkovki/Distributed-systems-spring.git,1,2020-11-27 20:50:16+00:00,,ci,,,,
